iter	MultiClass
189	0.4661112196
190	0.465706293
191	0.4652355477
192	0.464821097
193	0.4644507633
194	0.4633876138
195	0.4630228059
196	0.462613002
197	0.4617946831
198	0.461363455
199	0.4608188646
200	0.4605199475
201	0.4602106982
202	0.4596688083
203	0.4593321083
204	0.4591372249
205	0.4586295168
206	0.458248826
207	0.4578063273
208	0.4574058243
209	0.4569100054
210	0.456503609
211	0.4561645002
212	0.4560224094
213	0.4556321717
214	0.4549401812
215	0.4547857325
216	0.4545754313
217	0.4543093098
218	0.4537418983
219	0.4533351376
220	0.4528139892
221	0.4526439607
222	0.4524784311
223	0.4519339339
224	0.451413285
225	0.4508469328
226	0.4502423878
227	0.4497038596
228	0.4491136712
229	0.4486980675
230	0.4482623901
231	0.4479486382
232	0.4474759212
233	0.4467930866
234	0.4461563122
235	0.4458010404
236	0.4455487316
237	0.4451434953
238	0.4448904959
239	0.4443911572
240	0.4441488743
241	0.4438451262
242	0.4436731626
243	0.4434302327
244	0.443046407
245	0.4424860074
246	0.4419842341
247	0.4416665044
248	0.4412019889
249	0.4409190393
250	0.4407700182
251	0.4404620511
252	0.4401592753
253	0.4398950397
254	0.4395733135
255	0.4392973099
256	0.4389652407
257	0.4386639157
258	0.4383479662
259	0.4380289063
260	0.4377314635
261	0.4375330778
262	0.4372513183
263	0.4362343552
264	0.4360398301
265	0.4356844369
266	0.4355450426
267	0.4353310217
268	0.4347362176
269	0.4345895644
270	0.4342342545
271	0.4339436207
272	0.433617017
273	0.4331784306
274	0.4326870599
275	0.4323846358
276	0.4318822737
277	0.4316160472
278	0.4314918276
279	0.4312316584
280	0.4310206726
281	0.4307197701
282	0.4305063121
283	0.4302624651
284	0.4297939233
285	0.4294572015
286	0.4292861148
287	0.4290051754
288	0.4287140975
289	0.4285809563
290	0.4282458325
291	0.4281447937
292	0.4279969173
293	0.4276580717
294	0.4273529961
295	0.4266071857
296	0.4262962985
297	0.4261482097
298	0.4257376563
299	0.4254411386
300	0.4252768095
301	0.4245792905
302	0.4240457343
303	0.4238531275
304	0.4236707941
305	0.4232911825
306	0.422982927
307	0.4228259484
308	0.42269664
309	0.4223438481
310	0.4221366838
311	0.4219999059
312	0.4219044227
313	0.4217552267
314	0.4212839973
315	0.4211428339
316	0.4198681386
317	0.419700347
318	0.4188789774
319	0.4186367486
320	0.4184971338
321	0.4179818842
322	0.4174683
323	0.4173100498
324	0.416713616
325	0.4164787137
326	0.416285426
327	0.4161840267
328	0.4158666422
329	0.4157054348
330	0.4152103822
331	0.4148518375
332	0.4147658875
333	0.4145641148
334	0.4143772102
335	0.4141722249
336	0.4139957615
337	0.4136027579
338	0.4133718035
339	0.413179829
340	0.4126897361
341	0.412449731
342	0.4122598401
343	0.4119205621
344	0.4117599915
345	0.4116215687
346	0.4113100977
347	0.4111627605
348	0.4108462775
349	0.4105214253
350	0.410043733
351	0.4096426955
352	0.4095309491
353	0.4092084141
354	0.4090655264
355	0.4088590043
356	0.4086285299
357	0.4084438592
358	0.4081010398
359	0.4079098923
360	0.4075217071
361	0.4074216007
362	0.4071223317
363	0.4068452766
364	0.4062266127
365	0.4058291639
366	0.4056073872
367	0.4052123106
368	0.4050715998
369	0.4049355434
370	0.404804971
371	0.4046430319
372	0.4044001584
373	0.4041636911
374	0.404106233
375	0.4039408546
376	0.4038164891
377	0.4036749692
378	0.4035431131
379	0.4034544235
380	0.4033014879
381	0.4031084302
382	0.4029887815
383	0.402819549
384	0.4024922301
385	0.402293427
386	0.4020864994
387	0.4017389562
388	0.4015649925
389	0.4013979848
390	0.4012845404
391	0.4012018943
392	0.400956516
393	0.4008073511
394	0.4003551043
395	0.4000152996
396	0.3998202635
397	0.3997209557
398	0.3993061904
399	0.3992090005
400	0.3990803237
401	0.3988807949
402	0.398730619
403	0.3985127885
404	0.3983405927
405	0.3982265638
406	0.397723031
407	0.3975434711
408	0.3973472596
409	0.3972331168
410	0.3971102108
411	0.3969800501
412	0.3968932744
413	0.39681471
414	0.3967100934
415	0.3966052813
416	0.3965085213
417	0.396421853
418	0.396139153
419	0.3960480752
420	0.395964066
421	0.3958507025
422	0.395754384
423	0.3953768703
424	0.3952505054
425	0.3950562887
426	0.3948888966
427	0.3941778942
428	0.3940843569
429	0.3939496415
430	0.393622044
431	0.3932893502
432	0.3931737259
433	0.3930681103
434	0.3929630511
435	0.392853527
436	0.392533207
437	0.3923975828
438	0.3922284632
439	0.3921056722
440	0.3920490054
441	0.3919676723
442	0.3918304538
443	0.3916558657
444	0.3913869281
445	0.3912972412
446	0.3912142275
447	0.3911028422
448	0.3910535451
449	0.39088614
450	0.3905929165
451	0.3903228412
452	0.390207237
453	0.3901100631
454	0.3900496609
455	0.3898886853
456	0.3897371659
457	0.3896706749
458	0.3895819373
459	0.3894064043
460	0.389005875
461	0.3887676859
462	0.3885705511
463	0.3884032697
464	0.3883060626
465	0.3881497897
466	0.3880372797
467	0.3876979667
468	0.3875202431
469	0.3873278668
470	0.3871460458
471	0.3869763754
472	0.3867761675
473	0.3867185212
474	0.3866222901
475	0.3865319755
476	0.3860716117
477	0.38603234
478	0.3859174953
479	0.385765134
480	0.3855191966
481	0.3854724671
482	0.3854053436
483	0.3851271012
484	0.3848541619
485	0.3847296623
486	0.3845821869
487	0.3841298422
488	0.3840303253
489	0.3838461494
490	0.383737615
491	0.3835334124
492	0.3833985469
493	0.3825475449
494	0.3823981667
495	0.3822139901
496	0.3821383223
497	0.381543571
498	0.3814997063
499	0.3812788755
500	0.3811904826
501	0.3811306025
502	0.3810395266
503	0.3808575555
504	0.3807505056
505	0.3805732237
506	0.3805044095
507	0.3804521103
508	0.3801437186
509	0.3798974193
510	0.3798392825
511	0.3793156248
512	0.3788187615
513	0.3784462287
514	0.3783248417
515	0.378257748
516	0.3777791934
517	0.3776971012
518	0.3774102461
519	0.3771531117
520	0.376992296
521	0.3769239979
522	0.3768745479
523	0.376741511
524	0.3766539565
525	0.3766044104
526	0.3764992266
527	0.3764282175
528	0.3763522731
529	0.3761838875
530	0.3760176462
531	0.3759170601
532	0.3757777304
533	0.3756330054
534	0.3755462219
535	0.3749705161
536	0.3748648665
537	0.3745766136
538	0.3744414119
539	0.3743856208
540	0.3741640117
541	0.3739685372
542	0.3735641386
543	0.3734574104
544	0.3732960584
545	0.3730956167
546	0.3729158281
547	0.3727863892
548	0.3725485225
549	0.3723093968
550	0.3721784378
551	0.3720217174
552	0.371944732
553	0.3718732068
554	0.3716619389
555	0.371495904
556	0.3714124197
557	0.3713319227
558	0.3712583745
559	0.3709120104
560	0.3708096325
561	0.3707385828
562	0.3704855841
563	0.3704138063
564	0.3703575031
565	0.3702607269
566	0.3701619144
567	0.3701074682
568	0.3699628086
569	0.369783435
570	0.3696725881
571	0.3696037684
572	0.3695570687
573	0.3694334033
574	0.3693683929
575	0.3692811334
576	0.3691079754
577	0.3689716501
578	0.3688931111
579	0.3688018697
580	0.3687068368
581	0.3686454404
582	0.3685097835
583	0.3684579453
584	0.3683888072
585	0.3683067762
586	0.3681738255
587	0.3681123114
588	0.3680415563
589	0.3677322358
590	0.3673975796
591	0.367182492
592	0.3668715685
593	0.3667797938
594	0.3665985554
595	0.366394998
596	0.3663603144
597	0.3662662496
598	0.3661372576
599	0.3660325486
600	0.3659918562
601	0.3658160253
602	0.3656888964
603	0.3654976222
604	0.3653905329
605	0.3653242108
606	0.3651143829
607	0.3650540455
608	0.3649961297
609	0.36483263
610	0.3646767977
611	0.3645831807
612	0.3644851896
613	0.3644305602
614	0.3637893751
615	0.3636571049
616	0.3635722311
617	0.3635254932
618	0.3634483549
619	0.3631852423
620	0.3631104664
621	0.3629786652
622	0.3628544729
623	0.3627812361
624	0.3626841752
625	0.3625283926
626	0.3624339055
627	0.3623820942
628	0.3623052362
629	0.3621785017
630	0.3621016238
631	0.3620227543
632	0.361615379
633	0.3615695313
634	0.3614983337
635	0.3613976959
636	0.3613218054
637	0.3611236757
638	0.3610955457
639	0.3610293249
640	0.3609875729
641	0.3609207199
642	0.3607036185
643	0.3606334996
644	0.3605838693
645	0.3604821369
646	0.3603476384
647	0.3602175219
648	0.3601155059
649	0.3598578167
650	0.3597308009
651	0.3596366149
652	0.3595185441
653	0.3592927051
654	0.3591956333
655	0.3590400767
656	0.3589995505
657	0.3589010027
658	0.3588515045
659	0.3587261984
660	0.3586513079
661	0.3585606958
662	0.35848209
663	0.3584343973
664	0.3583060596
665	0.3582398615
666	0.3581698829
667	0.3581045546
668	0.3580520791
669	0.3580167611
670	0.3579364683
671	0.3578332256
672	0.3577821997
673	0.3577250493
674	0.3574352578
675	0.3574024788
676	0.3572963599
677	0.3571055869
678	0.3570675659
679	0.3569921137
680	0.3566324786
681	0.3563240868
682	0.3562636653
683	0.3562272764
684	0.3559110448
685	0.355864411
686	0.3558161505
687	0.3556850415
688	0.3552387495
689	0.3547418039
690	0.354700306
691	0.3545306629
692	0.3544513524
693	0.354388495
694	0.3542941342
695	0.3541887684
696	0.3538776785
697	0.3537954969
698	0.3536662669
699	0.3534540695
700	0.353356087
701	0.3532842131
702	0.3532162616
703	0.3531600636
704	0.3530159779
705	0.3528897537
706	0.3526274281
707	0.3525108817
708	0.352302567
709	0.3522588394
710	0.3521358528
711	0.351786569
712	0.3516938107
713	0.3515758763
714	0.351467033
715	0.351375244
716	0.3511142677
717	0.3510532968
718	0.3509820706
719	0.3509344944
720	0.3507665773
721	0.3504475539
722	0.3503816488
723	0.3501432798
724	0.3499992788
725	0.3496098093
726	0.3495478687
727	0.3492745232
728	0.3492278629
729	0.3490321229
730	0.34876854
731	0.3487160949
732	0.3486694498
733	0.3485107791
734	0.3484528164
735	0.3483302684
736	0.3482933103
737	0.3479104432
738	0.3478675522
739	0.3476838827
740	0.3475470821
741	0.3474923508
742	0.3471695713
743	0.3471242027
744	0.3470814324
745	0.3467072249
746	0.3465091702
747	0.3462946522
748	0.3462216718
749	0.3461550356
750	0.3461150215
751	0.3460494723
752	0.345964685
753	0.3458153173
754	0.34565353
755	0.3456029591
756	0.3455447133
757	0.3454552343
758	0.3453656706
759	0.3452614546
760	0.3451976919
761	0.3451699689
762	0.3449995394
763	0.3448917023
764	0.344858565
765	0.3447485906
766	0.3447065599
767	0.3446520284
768	0.3443936974
769	0.3442467066
770	0.3440677885
771	0.343925658
772	0.343790364
773	0.3436617552
774	0.3435558117
775	0.3434203788
776	0.3433702228
777	0.3432941645
778	0.343230579
779	0.3431589026
780	0.3428871657
781	0.3428454114
782	0.3427547268
783	0.3427090355
784	0.3426669201
785	0.3426167085
786	0.3424818309
787	0.3422644467
788	0.3421715602
789	0.3420468628
790	0.3419849856
791	0.3418424812
792	0.3417560101
793	0.3417206324
794	0.3416666114
795	0.3415315438
796	0.3412508934
797	0.3411605698
798	0.3410762617
799	0.3409628942
800	0.3408003209
801	0.3407425373
802	0.3405736837
803	0.3405061009
804	0.340407399
805	0.3403295521
806	0.340146746
807	0.3400603689
808	0.3400075684
809	0.33966598
810	0.3395839419
811	0.3395075417
812	0.3394339692
813	0.3393610609
814	0.3393133655
815	0.3392641879
816	0.3391845331
817	0.3391398842
818	0.3390434243
819	0.3389503124
820	0.3388997323
821	0.3388464669
822	0.3387770707
823	0.3387121077
824	0.3386476875
825	0.3384277846
826	0.3383490293
827	0.3383190908
828	0.3382247432
829	0.3380890034
830	0.337840333
831	0.337800683
832	0.3377551831
833	0.3375031234
834	0.3374544933
835	0.3373220809
836	0.3372716569
837	0.337157294
838	0.3370751153
839	0.3368936795
840	0.336831028
841	0.3367590749
842	0.3367208184
843	0.3366794681
844	0.336598889
845	0.3365297663
846	0.3364994577
847	0.3364235684
848	0.3363370244
849	0.3362827653
850	0.3362108733
851	0.336106564
852	0.3360491538
853	0.3359489803
854	0.3358861774
855	0.3357797968
856	0.3357263958
857	0.3356648678
858	0.3354252824
859	0.3353326121
860	0.3351270301
861	0.3349283507
862	0.3348552426
863	0.334713297
864	0.3343750615
865	0.334256792
866	0.3341909722
867	0.3341465734
868	0.3340626766
869	0.3339993525
870	0.3339009398
871	0.3338471694
872	0.3337693738
873	0.3336722478
874	0.3336239103
875	0.3335512275
876	0.3335055351
877	0.3334556704
878	0.3334034034
879	0.3332485738
880	0.3331486936
881	0.3331121896
882	0.3330775453
883	0.3329670489
884	0.3329238823
885	0.3328571677
886	0.3327682036
887	0.3326957342
888	0.3326389977
889	0.3326087965
890	0.3324782861
891	0.3323985797
892	0.3322629068
893	0.3321509946
894	0.3320948395
895	0.3318973418
896	0.3318375247
897	0.3317176472
898	0.3316797242
899	0.3316349281
900	0.3314534509
901	0.3313226702
902	0.3311392969
903	0.3310888584
904	0.3309822132
905	0.3306771442
906	0.3306077959
907	0.3305555209
908	0.33051398
909	0.3303870948
910	0.3302979953
911	0.3298949686
912	0.3298489613
913	0.3296779357
914	0.329626975
915	0.3295473409
916	0.3294559743
917	0.3294139727
918	0.3292827959
919	0.3292480838
920	0.3290630336
921	0.3290307044
922	0.3289406593
923	0.3288255068
924	0.3287828279
925	0.3286179411
926	0.328560867
927	0.3285288917
928	0.3284780878
929	0.3284330965
930	0.3283361796
931	0.3281631557
932	0.3280795328
933	0.3280359827
934	0.3278361101
935	0.327780826
936	0.3277020814
937	0.3276627553
938	0.3276133299
939	0.3275704306
940	0.3274221712
941	0.3273392928
942	0.3272697588
943	0.3270832063
944	0.3270533626
945	0.3269468042
946	0.3269038737
947	0.3268625254
948	0.3266778699
949	0.3266445437
950	0.3265433749
951	0.3264916275
952	0.3263305247
953	0.3262690816
954	0.32613721
955	0.3259494424
956	0.3259247904
957	0.3258935462
958	0.3258011717
959	0.3257371893
960	0.3257009987
961	0.3256623097
962	0.3256161815
963	0.3255683355
964	0.3254640118
965	0.3253204951
966	0.3252838947
967	0.325244299
968	0.3251447876
969	0.3250876028
970	0.3250500969
971	0.3249661265
972	0.3248925298
973	0.3248370471
974	0.324627069
975	0.3244111671
976	0.3243686533
977	0.324155309
978	0.3240466062
979	0.323837568
980	0.3238036047
981	0.3237713716
982	0.3237035185
983	0.3236338424
984	0.3235743017
985	0.323527778
986	0.3234754935
987	0.3234491975
988	0.3233594001
989	0.3233162174
990	0.3232604451
991	0.3232039441
992	0.3230933933
993	0.3230647914
994	0.3230232216
995	0.3229774255
996	0.3229430507
997	0.3228144221
998	0.322706215
999	0.3226298547
