iter	MultiClass
0	1.021756301
1	0.9552752188
2	0.8952848557
3	0.8450038146
4	0.7976769621
5	0.7557916639
6	0.717355433
7	0.6826110631
8	0.6496877404
9	0.6200708503
10	0.5922761504
11	0.5652127104
12	0.5388322904
13	0.5167913055
14	0.4955151844
15	0.4742499029
16	0.4573531799
17	0.4407115858
18	0.4238353695
19	0.4074462049
20	0.3919271137
21	0.3780176864
22	0.3638800252
23	0.3509920944
24	0.3399393631
25	0.3284434613
26	0.3183204056
27	0.3090779424
28	0.2986261425
29	0.2889260197
30	0.2803706369
31	0.272575546
32	0.2637006578
33	0.2558810924
34	0.2495065611
35	0.2428998304
36	0.236875953
37	0.2302095006
38	0.2248807431
39	0.219120192
40	0.2140522168
41	0.20875139
42	0.2031181625
43	0.1984281124
44	0.1940116865
45	0.1900192103
46	0.1852887628
47	0.1806619742
48	0.1771545491
49	0.1736387282
50	0.1696280223
51	0.1660849497
52	0.1631575637
53	0.1594617027
54	0.1562872274
55	0.153028933
56	0.1507583811
57	0.1469698235
58	0.1450024296
59	0.1425444185
60	0.1395967375
61	0.1373854391
62	0.1343787846
63	0.1327881221
64	0.1306639895
65	0.1277634263
66	0.1262839421
67	0.1237176756
68	0.1217317243
69	0.1201228713
70	0.11831336
71	0.1160117412
72	0.1140742255
73	0.1120622024
74	0.1098127288
75	0.108736675
76	0.1069089914
77	0.1059314206
78	0.104341626
79	0.1026712358
80	0.1016717175
81	0.09993143928
82	0.09854002368
83	0.09677402702
84	0.09558287261
85	0.09448109413
86	0.09372403243
87	0.09288661522
88	0.09186582686
89	0.09056931477
90	0.08926511403
91	0.08795970541
92	0.08695025741
93	0.08569937464
94	0.08502387572
95	0.08387783373
96	0.08316017085
97	0.08248161565
98	0.08164428371
99	0.08103896126
100	0.0803170398
101	0.0795444444
102	0.07851200225
103	0.077795493
104	0.07709076235
105	0.07652017549
106	0.07580322362
107	0.0749761208
108	0.07453541983
109	0.07370616665
110	0.07307585871
111	0.0723483842
112	0.07138639157
113	0.07071599179
114	0.07013604915
115	0.0697318966
116	0.06937768133
117	0.06889160845
118	0.06829882263
119	0.06757132803
120	0.06684479398
121	0.06651622954
122	0.06593163179
123	0.06559381107
124	0.06532916019
125	0.06482975042
126	0.06392716268
127	0.06353407764
128	0.0629232536
129	0.0622909617
130	0.06191315454
131	0.06154982481
132	0.06094343336
133	0.06055203982
134	0.05995241224
135	0.05942484867
136	0.05896080355
137	0.05854377236
138	0.05822743941
139	0.05764645156
140	0.05718523242
141	0.05655689714
142	0.05619659345
143	0.05558422781
144	0.0551800335
145	0.05467071025
146	0.05417216354
147	0.05396103305
148	0.05358657786
149	0.05294892161
150	0.05255119811
151	0.0523280372
152	0.05204027779
153	0.0517511822
154	0.05156692227
155	0.05132386893
156	0.05109801934
157	0.05058727683
158	0.05039289209
159	0.05022304117
160	0.04985712325
161	0.04966086037
162	0.0492841425
163	0.04872942278
164	0.04838794371
165	0.04813099682
166	0.04781954776
167	0.0474080372
168	0.04702756344
169	0.04674370448
170	0.04657401903
171	0.0464555881
172	0.04618568841
173	0.04585487174
174	0.04563465329
175	0.04541286364
176	0.04525673927
177	0.04514624943
178	0.04481660864
179	0.04462431145
180	0.04439226207
181	0.04413845112
182	0.04374698391
183	0.04348521565
184	0.04313212184
185	0.04303693564
186	0.04292959035
187	0.04278879787
188	0.04255713821
189	0.04241657109
190	0.04219926756
191	0.0420764075
192	0.04179569521
193	0.04163473767
194	0.0414977607
195	0.04129951163
196	0.04112386874
197	0.04101749804
198	0.04077012721
199	0.04065506154
200	0.04053398262
201	0.04019315643
202	0.0399883589
203	0.03986105022
204	0.03976219377
205	0.03942494584
206	0.03918571997
207	0.03898741662
208	0.03876469216
209	0.03855707115
210	0.03836464894
211	0.0382627896
212	0.03806073169
